customer_id,resp,card_tenure,risk_score,num_promoted,avg_bal,geo_group,res_type
SB0000072789,0,91,652,0,3277,N,CN
SB0000013060,0,103,682,0,2524,N,CO
SB0000110896,0,119,621,0,3011,N,CN
SB0000087092,0,202,683,0,3040,SE,CO
SB0000133543,0,135,731,0,2524,E,SI
SB0000045571,0,115,648,0,3233,N,CN
SB0000062489,0,56,680,0,,W,
SB0000131428,0,186,732,0,3609,E,SI
SB0000111018,0,167,565,0,3136,E,
SB0000036538,0,163,692,0,3507,E,CO
SB0000081833,0,198,632,0,2545,E,CN
SB0000055013,0,194,676,0,3330,E,CO
SB0000073346,0,99,695,0,2967,N,
SB0000061746,0,151,667,0,3554,E,CO
SB0000099514,0,87,717,0,3410,N,CO
SB0000150355,1,52,709,0,3745,W,CO
SB0000133993,0,103,520,0,1338,N,TO
SB0000038033,0,83,670,0,3410,N,CO
SB0000023087,0,99,696,0,3764,N,CO
SB0000103537,0,238,715,0,3593,SE,CO
SB0000020170,0,135,520,0,4083,E,TO
SB0000081184,0,147,672,0,3852,E,CO
SB0000051288,0,246,520,0,2283,SE,TO
SB0000120775,0,83,744,0,2878,N,SI
SB0000104962,0,79,683,0,2837,N,CO
SB0000054820,0,131,695,0,3193,E,CO
SB0000057646,0,44,736,0,3764,W,SI
SB0000022040,0,186,704,0,813,E,CO
SB0000113028,0,218,735,0,293,SE,SI
SB0000125300,0,163,674,0,3799,E,CO
SB0000041245,0,151,634,0,3711,,CN
SB0000114762,0,171,698,0,1203,E,CO
SB0000038053,0,143,604,0,2980,E,RE
SB0000033156,0,60,742,0,2524,W,SI
SB0000094713,0,163,708,0,1005,E,CO
SB0000067073,0,,520,0,1113,E,TO
SB0000072664,0,56,759,0,3764,W,SI
SB0000119053,0,143,667,0,3233,E,CO
SB0000087550,0,12,757,0,3988,W,SI
SB0000030879,0,36,757,0,3705,W,SI
SB0000108656,0,246,520,0,2557,SE,TO
SB0000060716,0,131,681,0,3330,E,CO
SB0000060495,0,60,520,0,2524,W,TO
SB0000120646,0,99,666,0,-132,N,CO
SB0000029840,0,79,758,0,-132,N,SI
SB0000063576,0,210,760,0,3852,SE,SI
SB0000124515,0,143,694,0,3210,E,CO
SB0000115599,0,194,606,0,3546,E,RE
SB0000073188,0,52,570,0,3941,W,RE
SB0000042376,0,230,739,0,3144,SE,SI
SB0000041373,0,,668,0,3615,SE,CO
SB0000067641,0,182,697,0,2723,E,CO
SB0000024078,0,,651,0,,N,CN
SB0000088150,0,28,665,0,3700,W,CO
SB0000042639,0,32,708,0,,W,CO
SB0000071921,0,52,689,0,2569,W,CO
SB0000119474,0,71,713,0,3020,W,CO
SB0000136988,0,246,520,0,2157,SE,TO
SB0000093071,0,210,520,0,2989,SE,TO
SB0000068118,0,155,631,0,3095,E,CN
SB0000101149,0,131,727,0,2179,E,SI
SB0000048158,0,246,687,0,3892,,CO
SB0000035252,0,95,520,0,3852,N,TO
SB0000097322,0,198,520,0,2536,E,TO
SB0000067596,0,48,683,0,3870,W,CO
SB0000025257,0,44,747,0,2878,W,SI
SB0000034622,0,190,631,0,3145,E,CN
SB0000114423,0,107,705,0,,,CO
SB0000089266,0,182,698,0,,E,CO
SB0000022773,1,44,734,0,3262,,SI
SB0000090173,0,143,520,0,2667,E,TO
SB0000047922,0,107,729,0,3631,N,SI
SB0000044952,0,28,751,0,,W,SI
SB0000113314,0,155,695,0,3260,E,CO
SB0000088909,0,175,615,0,3551,E,RE
SB0000058876,0,60,757,0,3675,W,SI
SB0000059989,0,16,710,0,3906,W,CO
SB0000069690,0,56,712,0,3534,W,CO
SB0000110161,0,79,721,0,3408,N,CO
SB0000143070,0,123,667,0,2701,E,CO
SB0000027602,0,190,520,0,4035,E,TO
SB0000122940,0,186,707,0,89,E,CO
SB0000082163,0,190,693,0,2377,E,CO
SB0000110969,0,167,627,0,3923,E,CN
SB0000140028,0,127,755,0,2819,E,SI
SB0000082577,0,151,718,0,2561,,CO
SB0000082986,0,171,715,0,3650,E,CO
SB0000016976,0,115,760,0,3568,N,SI
SB0000076883,0,131,669,0,2453,E,CO
SB0000107143,0,218,717,0,3262,SE,CO
SB0000147538,0,214,520,0,2573,SE,TO
SB0000053495,0,496,520,0,3335,N,TO
SB0000063489,0,44,760,0,3865,W,SI
SB0000015936,0,218,664,0,3286,SE,CO
SB0000091287,0,107,741,0,3286,N,SI
SB0000105489,0,242,592,0,3521,SE,RE
SB0000039931,0,135,675,0,2861,E,CO
SB0000125459,0,32,520,0,1952,W,TO
SB0000044620,0,147,687,0,2769,E,CO
SB0000060890,0,206,757,0,3410,SE,SI
SB0000051006,1,119,637,0,3551,N,CN
SB0000042929,0,194,551,0,3941,E,TO
SB0000088971,0,75,655,0,3587,N,
SB0000088599,0,111,654,0,2841,N,CO
SB0000042043,0,131,520,0,3155,E,TO
SB0000112460,1,99,520,0,2898,N,TO
SB0000013208,0,103,727,0,3388,N,SI
SB0000031835,0,52,696,0,3669,W,CO
SB0000022879,0,163,716,0,1632,E,CO
SB0000150228,0,103,679,0,2967,N,CO
SB0000022096,0,48,726,0,3897,W,SI
SB0000029214,0,123,731,0,3360,E,SI
SB0000029404,0,32,760,0,3887,W,SI
SB0000141140,0,222,520,0,955,SE,TO
SB0000143965,0,182,706,0,3675,,CO
SB0000064584,0,198,520,0,3437,E,TO
SB0000048728,0,242,683,0,3410,SE,CO
SB0000122528,1,32,746,0,3906,W,SI
SB0000034127,0,119,672,0,3197,N,CO
SB0000022569,0,246,756,0,3551,SE,SI
SB0000024458,0,107,520,0,1004,N,TO
SB0000146952,0,,715,0,2701,SE,CO
SB0000067789,0,107,698,0,3826,N,CO
SB0000104509,0,75,700,0,3197,N,CO
SB0000021432,0,103,708,0,2878,N,CO
SB0000089473,0,79,564,0,3203,N,RE
SB0000139392,0,24,760,0,3764,W,SI
SB0000115349,1,44,724,0,3026,W,SI
SB0000086868,0,214,639,0,3215,SE,CN
SB0000038660,0,71,697,0,3391,W,CO
SB0000025856,0,107,669,0,3646,N,CO
SB0000095863,0,151,637,0,3906,E,CN
SB0000038145,0,119,583,0,3233,N,RE
SB0000038874,0,52,728,0,3188,W,SI
SB0000097758,0,83,667,0,2683,N,CO
SB0000022227,1,79,607,0,3020,N,RE
SB0000031662,0,135,737,0,3598,E,SI
SB0000141650,0,533,659,0,931,N,CO
SB0000129797,0,123,640,0,3785,,CN
SB0000026438,0,131,719,0,1344,E,CO
SB0000109956,0,179,699,0,2987,E,CO
SB0000091011,0,119,720,0,3649,N,CO
SB0000148967,0,60,726,0,2758,W,SI
SB0000125656,1,111,704,0,3892,N,CO
SB0000041623,0,171,520,0,295,E,TO
SB0000017723,0,163,687,0,2721,E,CO
SB0000071896,1,135,677,0,3668,E,CO
SB0000142895,0,163,680,0,,E,CO
SB0000073961,0,186,712,0,3365,E,CO
SB0000123151,0,198,752,0,2923,E,SI
SB0000101396,0,163,520,0,3832,E,TO
SB0000104911,0,139,617,0,4029,E,CN
SB0000124545,0,131,695,0,1506,E,CO
SB0000125806,0,190,679,0,2489,E,CO
SB0000088013,0,218,520,0,1494,SE,TO
SB0000135860,0,123,733,0,2189,E,SI
SB0000120844,0,179,717,0,,E,CO
SB0000089529,0,569,739,0,-132,N,SI
SB0000080551,0,107,750,0,3240,N,SI
SB0000059994,0,242,691,0,4095,SE,
SB0000128434,0,171,629,0,3538,E,CN
SB0000090766,0,115,699,0,2664,N,CO
SB0000046197,1,182,650,0,3799,E,CN
SB0000056360,0,123,584,0,2967,E,RE
SB0000069761,0,198,720,0,3932,E,CO
SB0000089428,1,119,520,0,1295,N,TO
SB0000150884,1,115,727,0,3512,N,SI
SB0000048785,0,135,698,0,3120,E,CO
SB0000066697,0,155,760,0,3262,E,SI
SB0000029132,1,16,757,0,3941,W,SI
SB0000143027,0,135,667,0,3764,E,CO
SB0000048366,0,246,760,0,837,SE,SI
SB0000058295,0,151,612,0,3183,E,RE
SB0000019707,0,175,520,0,3706,E,TO
SB0000141880,0,230,653,0,3301,SE,CO
SB0000031109,0,131,520,0,2587,E,TO
SB0000127527,0,67,704,0,3268,W,CO
SB0000110658,0,115,679,0,2206,N,CO
SB0000032756,0,83,553,0,3287,N,TO
SB0000116388,0,119,704,0,,N,CO
SB0000075610,0,139,520,0,775,E,TO
SB0000073187,1,48,697,0,3613,W,CO
SB0000033318,1,246,681,0,3002,SE,CO
SB0000045156,0,91,725,0,,N,SI
SB0000131092,0,151,694,0,3746,E,CO
SB0000102172,0,103,641,1,3056,N,CN
SB0000132959,0,,520,0,2710,E,TO
SB0000035063,0,95,712,0,3321,N,CO
SB0000130492,0,147,727,0,3478,E,SI
SB0000067723,0,87,637,0,3188,N,CN
SB0000032277,0,115,738,0,1639,N,SI
SB0000127385,0,,520,0,3371,E,TO
SB0000045027,0,151,642,0,,E,CN
SB0000090184,0,67,520,0,3101,W,TO
SB0000132875,0,159,728,0,2952,E,SI
SB0000081263,0,155,713,0,3728,E,CO
SB0000074879,1,79,520,0,3587,N,TO
SB0000103828,0,79,662,0,2577,N,CO
SB0000055920,0,103,645,0,3233,N,CN
SB0000123146,0,127,655,0,3321,,CO
SB0000113522,0,63,760,0,3803,W,SI
SB0000038319,0,52,712,0,3870,W,CO
SB0000014381,0,159,742,0,,E,SI
SB0000085223,0,246,759,0,3557,SE,SI
SB0000058846,0,103,737,1,2542,N,SI
SB0000039495,0,123,520,0,2133,E,TO
SB0000099179,0,175,742,0,3888,E,SI
SB0000141951,0,151,719,0,3250,E,CO
SB0000060342,0,135,670,0,3569,E,CO
SB0000085725,1,28,618,0,3826,W,CN
SB0000118247,0,179,634,0,3746,E,
SB0000132548,0,83,641,0,3321,N,CN
SB0000137900,0,190,720,0,3481,E,CO
SB0000071735,0,135,609,0,3711,E,RE
SB0000123496,0,139,675,0,3484,E,CO
SB0000041793,0,83,714,0,3436,N,CO
SB0000150937,0,99,718,0,1285,N,CO
SB0000079595,0,246,714,0,3179,SE,CO
SB0000029161,0,143,637,0,3534,E,CN
SB0000082362,0,210,520,0,3981,SE,TO
SB0000053445,0,83,738,0,3410,N,SI
SB0000076056,0,99,756,0,3566,N,SI
SB0000040299,0,246,666,0,3233,SE,CO
SB0000148288,0,111,739,1,1976,,SI
SB0000140248,0,103,759,0,2451,N,SI
SB0000019641,0,175,622,0,2598,E,CN
SB0000022120,0,214,747,0,3557,SE,SI
SB0000101174,0,159,520,0,4069,E,TO
SB0000147585,0,135,520,0,2149,E,TO
SB0000149535,0,71,547,0,4083,W,TO
SB0000026739,0,75,615,0,3144,N,RE
SB0000134875,0,52,760,0,2464,W,
SB0000060468,0,127,622,0,3620,E,CN
SB0000020396,1,131,680,0,975,E,CO
SB0000065404,0,127,520,0,3455,E,TO
SB0000130771,0,83,664,0,1661,N,CO
SB0000089946,0,111,520,0,2491,N,TO
SB0000108797,0,167,555,0,3126,E,TO
SB0000023689,0,179,699,0,3188,E,CO
SB0000021415,0,40,739,0,3365,W,SI
SB0000070864,0,75,588,0,2760,N,RE
SB0000115052,0,131,540,0,3878,E,TO
SB0000144091,0,151,674,0,2524,E,CO
SB0000118981,0,151,694,0,2665,E,CO
SB0000110657,0,194,599,0,3941,E,RE
SB0000076689,0,194,702,0,2896,E,CO
SB0000070325,0,182,639,0,3336,E,CN
SB0000144088,0,123,580,0,3380,E,RE
SB0000095832,0,91,760,0,3674,N,SI
SB0000099634,1,103,520,0,3986,N,TO
SB0000106770,0,115,633,0,2808,N,CN
SB0000115987,0,167,718,0,,E,CO
SB0000035852,0,246,520,0,4051,SE,TO
SB0000045675,0,119,717,0,2524,N,CO
SB0000039722,0,127,520,0,1326,E,TO
SB0000115140,0,175,520,0,2379,E,TO
SB0000139765,0,246,759,0,,SE,SI
SB0000056510,0,107,520,0,3383,N,TO
SB0000121804,0,67,548,0,2760,W,TO
SB0000080503,0,63,520,0,1459,W,TO
SB0000094811,0,532,640,0,3336,E,CN
SB0000088180,0,454,744,0,2745,E,SI
SB0000085752,0,198,697,0,3410,E,CO
SB0000138190,1,194,728,0,3779,E,SI
SB0000040502,0,111,675,0,3041,N,CO
SB0000127190,0,131,520,0,153,E,TO
SB0000023277,0,107,741,0,3303,N,SI
SB0000150304,0,175,628,0,3056,E,CN
SB0000149447,1,182,520,0,3336,E,TO
SB0000077365,0,63,737,0,3635,W,SI
SB0000110403,0,67,669,0,3300,W,CO
SB0000063153,0,155,709,0,3768,E,CO
SB0000140899,0,159,520,0,3247,E,TO
SB0000099387,0,107,520,0,3941,N,TO
SB0000039052,1,194,604,0,3787,E,RE
SB0000045916,0,246,748,0,3445,SE,SI
SB0000103468,0,206,613,0,3835,SE,RE
SB0000132534,0,135,709,0,,E,CO
SB0000093357,0,87,520,0,4050,N,TO
SB0000052242,0,123,520,0,3832,E,TO
SB0000041613,0,67,702,0,3144,W,CO
SB0000108731,0,371,721,0,3208,W,CO
SB0000052750,0,95,752,0,3852,N,SI
SB0000097626,0,246,755,0,3959,SE,SI
SB0000076655,0,123,607,0,3852,E,RE
SB0000057425,0,,633,0,3268,E,CN
SB0000093452,0,246,756,0,3764,SE,SI
SB0000025368,0,234,756,0,3765,SE,SI
SB0000138045,0,115,712,0,3675,N,
SB0000050884,0,175,520,0,3913,E,TO
SB0000093532,0,16,756,0,4012,W,SI
SB0000108174,0,135,613,0,3377,E,RE
SB0000045223,0,60,760,0,3941,W,SI
SB0000063290,1,147,520,0,10010,E,TO
SB0000144848,0,175,694,0,2038,E,CO
SB0000068334,0,,757,0,3528,W,SI
SB0000044359,0,63,659,0,3306,W,CO
SB0000080936,0,52,520,0,2521,W,TO
SB0000128936,0,194,692,0,3144,E,CO
SB0000013189,0,218,639,0,2719,SE,CN
SB0000105365,1,155,699,0,1816,E,CO
SB0000079384,0,103,520,0,2976,N,TO
SB0000038827,0,167,724,0,2640,E,CO
SB0000118873,0,206,757,0,3684,SE,SI
SB0000072699,0,135,520,0,3799,E,TO
SB0000016207,0,159,641,0,3410,E,CN
SB0000110489,0,111,652,0,3333,N,CO
SB0000055456,0,186,722,0,2175,E,CO
SB0000063515,0,182,661,0,3551,E,CO
SB0000048440,0,79,714,0,3881,N,CO
SB0000047546,0,179,707,0,3604,E,CO
SB0000132523,0,131,679,0,2716,E,CO
SB0000042705,0,234,520,0,2296,SE,TO
SB0000142443,0,111,642,0,3425,N,CN
SB0000141610,0,190,707,0,2544,E,CO
SB0000089751,0,222,759,0,3967,SE,SI
SB0000064666,0,115,520,0,2581,N,TO
SB0000075280,0,159,646,0,2849,E,CN
SB0000108673,0,,685,0,2672,N,CO
SB0000102587,0,218,728,0,2466,SE,SI
SB0000076321,0,56,593,0,3994,W,RE
SB0000138221,0,230,520,0,2957,SE,TO
SB0000135732,0,95,744,0,3578,N,SI
SB0000072056,0,194,691,0,2761,E,CO
SB0000069355,0,179,656,0,3126,E,CO
SB0000145743,0,159,699,0,1226,E,CO
SB0000049032,0,111,520,0,,N,TO
SB0000100377,0,75,598,0,3560,N,
SB0000081613,0,135,520,0,1924,,TO
SB0000099020,0,179,520,0,2122,E,TO
SB0000067777,0,182,680,0,3144,E,CO
SB0000142226,0,182,681,0,3675,E,
SB0000028869,0,115,665,0,3056,N,CO
SB0000080049,0,91,705,0,3569,N,CO
SB0000074321,0,67,520,0,521,W,TO
SB0000092814,0,52,672,0,3481,W,CO
SB0000133896,0,206,577,0,3453,SE,RE
SB0000105072,0,190,591,0,3445,E,RE
SB0000052333,0,91,520,0,2489,,TO
SB0000130846,0,127,654,0,2524,E,CO
SB0000027477,1,127,520,0,3941,,TO
SB0000019843,0,171,760,0,3544,E,
SB0000121008,0,63,667,0,3587,W,CO
SB0000040758,0,171,520,0,3402,E,TO
SB0000029502,0,63,734,0,3020,W,SI
SB0000050636,0,246,758,0,3431,SE,SI
SB0000063119,1,75,759,0,3693,N,SI
SB0000099850,1,159,553,0,3817,E,TO
SB0000017914,0,171,693,0,3082,E,CO
SB0000058684,0,222,760,0,7817,SE,SI
SB0000130786,0,186,520,0,3066,E,TO
SB0000103514,0,206,657,0,3542,SE,CO
SB0000146687,1,155,520,0,1728,E,TO
SB0000112524,0,198,718,0,-132,E,CO
SB0000027098,0,139,738,0,3661,E,SI
SB0000147317,0,67,756,0,3083,,SI
SB0000143028,0,135,703,0,2923,E,CO
SB0000043768,0,103,614,0,3817,N,RE
SB0000114310,0,171,520,0,3921,E,TO
SB0000111169,0,40,612,0,3970,W,RE
SB0000128776,0,151,673,0,1968,E,CO
SB0000102629,0,135,701,0,2524,E,CO
SB0000078346,0,115,691,0,3534,N,CO
SB0000081080,0,167,619,0,3420,E,CN
SB0000066575,0,167,727,0,3360,E,SI
SB0000141293,0,186,733,0,2008,E,SI
SB0000085055,0,182,520,0,3618,E,TO
SB0000059510,0,95,731,0,3631,N,SI
SB0000022378,0,127,553,0,,E,TO
SB0000139964,0,83,652,0,3392,N,CN
SB0000039120,1,135,682,0,3472,E,CO
SB0000061281,0,107,759,0,3764,N,SI
SB0000064244,0,131,520,0,3587,E,TO
SB0000039595,0,222,520,0,2115,SE,
SB0000135863,0,135,721,0,2849,E,CO
SB0000066718,0,71,686,0,3011,W,CO
SB0000106585,0,234,709,0,3764,SE,CO
SB0000122579,0,139,520,0,2755,E,TO
SB0000095700,0,194,520,0,3788,E,TO
SB0000019871,0,143,688,0,1019,E,CO
SB0000017760,0,119,713,0,3498,N,CO
SB0000116786,0,44,669,0,3604,W,CO
SB0000139162,0,115,696,1,3197,N,CO
SB0000055610,0,95,633,0,3764,N,CN
SB0000014175,1,71,520,0,3883,W,TO
SB0000090826,0,143,705,0,,E,CO
SB0000078685,0,107,637,0,3268,N,CN
SB0000110502,0,44,714,0,3666,W,CO
SB0000108087,0,147,703,0,2967,,CO
SB0000033181,0,103,656,0,3268,N,CO
SB0000013030,0,83,584,0,,N,RE
SB0000075413,0,99,674,0,3188,N,CO
SB0000124055,0,119,520,0,1914,N,TO
SB0000066211,0,175,711,0,1274,E,CO
SB0000023899,0,75,675,0,2701,N,CO
SB0000091407,0,194,724,0,1536,E,SI
SB0000148743,1,151,693,0,2377,E,CO
SB0000057312,0,194,694,0,2908,E,CO
SB0000092604,0,179,674,0,2819,E,CO
SB0000047088,0,48,682,0,3587,W,CO
SB0000090982,0,44,730,0,3528,W,SI
SB0000019625,0,171,706,0,3569,E,CO
SB0000045332,0,,524,0,3365,N,TO
SB0000085830,0,163,684,1,2312,E,CO
SB0000026263,0,182,685,0,3132,E,CO
SB0000146292,0,226,520,0,2155,SE,TO
SB0000124744,0,182,699,0,9398,E,CO
SB0000014814,0,95,747,0,3631,N,SI
SB0000141456,0,155,645,0,3008,E,CN
SB0000142079,0,87,687,0,3737,N,CO
SB0000125272,0,107,558,0,3768,,RE
SB0000112137,0,179,520,0,2084,E,TO
SB0000033531,0,79,591,0,3773,N,RE
SB0000087138,0,214,520,0,1760,SE,TO
SB0000038402,0,163,741,0,3506,E,SI
SB0000014567,0,103,699,0,3270,N,CO
SB0000124393,0,115,697,0,2967,N,CO
SB0000123305,0,91,674,0,,N,CO
SB0000129367,0,143,759,0,2964,,SI
SB0000056642,0,194,520,0,3063,E,TO
SB0000037087,0,56,520,0,-132,W,TO
SB0000068295,0,123,606,0,3410,E,RE
SB0000031541,0,28,759,0,3711,W,SI
SB0000069615,0,246,520,0,4046,SE,TO
SB0000053876,0,135,552,0,3994,E,TO
SB0000137755,0,107,750,0,2347,N,SI
SB0000136661,0,103,676,0,1927,N,CO
SB0000069675,0,186,735,0,1639,E,SI
SB0000061576,0,147,669,0,3051,E,CO
SB0000064105,0,190,636,0,2949,E,CN
SB0000113019,0,143,687,0,3215,E,CO
SB0000065391,0,103,627,0,3257,N,CN
SB0000148754,0,246,753,0,3587,SE,SI
SB0000144152,0,182,699,0,3056,E,CO
SB0000051054,0,24,729,0,3943,W,SI
SB0000107978,0,32,760,0,2772,W,SI
SB0000063896,0,95,696,0,3303,,CO
SB0000074513,0,143,691,0,3483,E,CO
SB0000040966,0,171,667,0,3572,E,CO
SB0000042692,0,75,722,0,2772,N,CO
SB0000058457,0,48,757,0,-132,W,SI
SB0000150034,0,143,742,0,2575,E,SI
SB0000058310,0,179,642,0,1328,E,CN
SB0000026597,0,67,735,0,3410,W,SI
SB0000048888,0,159,726,0,,E,SI
SB0000142888,1,48,658,0,3966,W,CO
SB0000141462,1,135,601,0,3743,E,RE
SB0000049944,0,95,705,0,3233,N,CO
SB0000105042,0,139,654,0,2096,E,CO
SB0000128876,0,107,667,0,2507,N,CO
SB0000144410,0,123,637,0,3360,E,CN
SB0000132384,0,99,658,0,2503,N,CO
SB0000037372,0,163,599,0,4002,E,RE
SB0000039539,0,159,614,0,2731,E,RE
SB0000043163,0,515,717,0,3773,W,CO
SB0000099845,0,111,643,0,3530,N,CN
SB0000086165,0,131,710,0,3374,E,CO
SB0000150084,0,206,729,0,3560,SE,SI
SB0000144359,0,107,636,0,3233,N,CN
SB0000047093,0,,626,1,3933,N,CN
SB0000088387,0,179,697,0,2878,E,CO
SB0000073710,0,206,520,0,2398,SE,TO
SB0000096104,0,135,739,0,2179,E,SI
SB0000092757,0,139,750,0,3425,E,SI
SB0000022898,0,230,666,0,2819,SE,CO
SB0000023269,0,71,662,0,3363,W,CO
SB0000127796,0,75,758,0,3339,N,SI
SB0000099306,0,222,760,0,3879,,SI
SB0000118409,0,246,520,0,-4,SE,TO
SB0000146349,0,202,520,0,-132,SE,TO
SB0000092782,1,99,709,0,3303,N,CO
SB0000098510,0,95,660,0,2586,N,CO
SB0000048500,0,155,520,0,950,E,TO
SB0000094629,0,182,732,0,2064,E,SI
SB0000054199,0,143,520,0,3221,E,TO
SB0000045093,0,119,526,0,3587,N,TO
SB0000058015,0,44,759,0,3658,W,SI
SB0000045425,0,123,559,0,3985,E,RE
SB0000080276,0,75,576,0,3309,N,RE
SB0000063821,0,131,712,0,1568,E,CO
SB0000100794,0,151,520,0,3208,E,TO
SB0000111702,1,131,737,0,3187,E,SI
SB0000093522,0,131,672,0,3658,E,CO
SB0000117620,0,234,701,0,3144,SE,CO
SB0000091096,0,179,751,0,2436,E,SI
SB0000084352,0,107,747,0,2427,N,SI
SB0000070952,0,171,671,0,2524,E,CO
SB0000073732,0,175,707,0,-132,,CO
SB0000070152,0,159,665,0,3728,E,CO
SB0000071839,0,194,711,0,3218,E,
SB0000066790,0,143,753,0,2524,E,SI
SB0000116709,0,198,696,0,3002,E,CO
SB0000063483,0,127,719,0,2932,E,CO
SB0000095963,0,131,718,0,2318,E,CO
SB0000072382,0,167,622,0,3183,E,CN
SB0000101063,0,32,708,0,3764,W,CO
SB0000013447,0,52,520,0,2469,W,TO
SB0000109127,0,226,520,0,3873,SE,
SB0000018678,1,28,740,0,3658,W,SI
SB0000021280,0,139,520,0,3807,E,TO
SB0000147320,0,99,722,0,2170,N,CO
SB0000111164,0,151,540,0,3793,E,TO
SB0000038800,0,226,672,0,3298,SE,CO
SB0000021734,1,75,704,0,3026,N,CO
SB0000114815,0,143,717,0,3056,E,CO
SB0000112245,0,171,520,0,3010,E,TO
SB0000136365,0,103,584,0,3572,N,RE
SB0000104514,0,163,638,0,3410,E,CN
SB0000089025,0,186,727,0,2702,E,SI
SB0000118277,0,52,760,0,3906,W,SI
SB0000047830,0,155,686,0,3073,E,CO
SB0000080853,0,60,654,0,,W,CO
SB0000125040,0,123,520,0,3941,E,TO
SB0000061556,0,147,686,0,2966,E,CO
SB0000063555,0,111,738,0,3144,N,SI
SB0000043520,0,179,725,0,2754,E,SI
SB0000118171,0,246,520,0,,SE,TO
SB0000024598,0,147,520,0,3382,E,TO
SB0000108827,0,123,683,0,2978,E,CO
SB0000061829,0,533,728,0,3693,W,SI
SB0000037401,0,159,524,0,3568,E,TO
SB0000019019,0,155,661,0,3349,E,CO
SB0000071723,1,115,520,0,2440,N,
SB0000045768,0,163,665,0,3161,E,CO
SB0000016981,0,234,752,0,-132,SE,SI
SB0000038495,0,139,664,0,3314,E,CO
SB0000028473,0,119,520,0,3949,N,TO
SB0000099763,0,83,676,0,3557,N,CO
SB0000054395,1,91,520,0,2307,N,TO
SB0000018463,0,99,673,0,2863,N,CO
SB0000016260,0,171,718,0,3341,E,CO
SB0000121338,0,151,591,0,3233,E,RE
SB0000147458,1,151,718,0,3635,E,CO
SB0000034511,0,155,732,0,2436,E,SI
SB0000059129,0,175,520,0,2721,E,TO
SB0000017446,0,75,760,0,2407,N,SI
SB0000149512,0,186,520,0,,E,TO
SB0000045403,0,52,709,0,3822,W,CO
SB0000017421,0,75,743,0,3607,N,
SB0000017796,0,111,694,0,2648,N,CO
SB0000080363,0,28,737,0,3439,W,SI
SB0000108432,0,99,750,0,2744,N,SI
SB0000075944,0,584,652,0,3038,N,CO
SB0000143977,0,190,708,0,3321,E,CO
SB0000018187,0,214,732,0,3115,SE,SI
SB0000147593,0,91,662,0,3548,N,CO
SB0000094104,1,123,520,0,3777,E,TO
SB0000103664,0,56,699,0,4074,W,CO
SB0000069215,0,182,543,0,4024,E,TO
SB0000093939,0,119,613,0,3672,N,RE
SB0000126653,0,222,673,0,2967,SE,CO
SB0000041465,0,67,520,0,3215,W,TO
SB0000043830,0,131,520,0,3727,E,TO
SB0000146366,0,87,733,0,3162,N,SI
