match_code,date,city,team1,team2,toss_winner,toss_decision,winner,win_type,win_margin,inning,delivery,batting_team,batsman,non_striker,bowler,runs,extras,total,extras_type,player_out,wicket_kind,wicket_fielders
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,5.6,Mumbai Indians,AM Nayar,SR Tendulkar,M Kartik,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,6.1,Mumbai Indians,SR Tendulkar,AM Nayar,LR Shukla,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,6.2,Mumbai Indians,SR Tendulkar,AM Nayar,LR Shukla,2,0,2,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,6.3,Mumbai Indians,SR Tendulkar,AM Nayar,LR Shukla,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,6.4,Mumbai Indians,SR Tendulkar,AM Nayar,LR Shukla,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,6.5,Mumbai Indians,SR Tendulkar,AM Nayar,LR Shukla,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,6.6,Mumbai Indians,SR Tendulkar,AM Nayar,LR Shukla,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,7.1,Mumbai Indians,AM Nayar,SR Tendulkar,AB Agarkar,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,7.2,Mumbai Indians,SR Tendulkar,AM Nayar,AB Agarkar,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,7.3,Mumbai Indians,SR Tendulkar,AM Nayar,AB Agarkar,6,0,6,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,7.4,Mumbai Indians,SR Tendulkar,AM Nayar,AB Agarkar,4,0,4,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,7.5,Mumbai Indians,SR Tendulkar,AM Nayar,AB Agarkar,0,1,1,wides,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,7.6,Mumbai Indians,SR Tendulkar,AM Nayar,AB Agarkar,0,0,0,,SR Tendulkar,caught,BB McCullum
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,7.7,Mumbai Indians,JP Duminy,AM Nayar,AB Agarkar,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,8.1,Mumbai Indians,AM Nayar,JP Duminy,CH Gayle,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,8.2,Mumbai Indians,AM Nayar,JP Duminy,CH Gayle,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,8.3,Mumbai Indians,AM Nayar,JP Duminy,CH Gayle,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,8.4,Mumbai Indians,AM Nayar,JP Duminy,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,8.5,Mumbai Indians,JP Duminy,AM Nayar,CH Gayle,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,8.6,Mumbai Indians,JP Duminy,AM Nayar,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,9.1,Mumbai Indians,JP Duminy,AM Nayar,BJ Hodge,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,9.2,Mumbai Indians,JP Duminy,AM Nayar,BJ Hodge,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,9.3,Mumbai Indians,AM Nayar,JP Duminy,BJ Hodge,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,9.4,Mumbai Indians,JP Duminy,AM Nayar,BJ Hodge,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,9.5,Mumbai Indians,AM Nayar,JP Duminy,BJ Hodge,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,9.6,Mumbai Indians,JP Duminy,AM Nayar,BJ Hodge,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,10.1,Mumbai Indians,JP Duminy,AM Nayar,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,10.2,Mumbai Indians,AM Nayar,JP Duminy,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,10.3,Mumbai Indians,JP Duminy,AM Nayar,CH Gayle,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,10.4,Mumbai Indians,JP Duminy,AM Nayar,CH Gayle,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,10.5,Mumbai Indians,JP Duminy,AM Nayar,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,10.6,Mumbai Indians,AM Nayar,JP Duminy,CH Gayle,0,1,1,legbyes,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,11.1,Mumbai Indians,AM Nayar,JP Duminy,BJ Hodge,4,0,4,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,11.2,Mumbai Indians,AM Nayar,JP Duminy,BJ Hodge,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,11.3,Mumbai Indians,JP Duminy,AM Nayar,BJ Hodge,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,11.4,Mumbai Indians,AM Nayar,JP Duminy,BJ Hodge,0,0,0,,AM Nayar,bowled,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,11.5,Mumbai Indians,GR Napier,JP Duminy,BJ Hodge,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,11.6,Mumbai Indians,JP Duminy,GR Napier,BJ Hodge,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,12.1,Mumbai Indians,JP Duminy,GR Napier,M Kartik,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,12.2,Mumbai Indians,GR Napier,JP Duminy,M Kartik,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,12.3,Mumbai Indians,GR Napier,JP Duminy,M Kartik,2,0,2,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,12.4,Mumbai Indians,GR Napier,JP Duminy,M Kartik,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,12.5,Mumbai Indians,GR Napier,JP Duminy,M Kartik,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,12.6,Mumbai Indians,GR Napier,JP Duminy,M Kartik,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,13.1,Mumbai Indians,JP Duminy,GR Napier,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,13.2,Mumbai Indians,GR Napier,JP Duminy,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,13.3,Mumbai Indians,JP Duminy,GR Napier,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,13.4,Mumbai Indians,GR Napier,JP Duminy,CH Gayle,2,0,2,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,13.5,Mumbai Indians,GR Napier,JP Duminy,CH Gayle,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,13.6,Mumbai Indians,GR Napier,JP Duminy,CH Gayle,2,0,2,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,14.1,Mumbai Indians,JP Duminy,GR Napier,I Sharma,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,14.2,Mumbai Indians,JP Duminy,GR Napier,I Sharma,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,14.3,Mumbai Indians,GR Napier,JP Duminy,I Sharma,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,14.4,Mumbai Indians,JP Duminy,GR Napier,I Sharma,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,14.5,Mumbai Indians,GR Napier,JP Duminy,I Sharma,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,14.6,Mumbai Indians,JP Duminy,GR Napier,I Sharma,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,15.1,Mumbai Indians,JP Duminy,GR Napier,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,15.2,Mumbai Indians,GR Napier,JP Duminy,CH Gayle,0,0,0,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,15.3,Mumbai Indians,GR Napier,JP Duminy,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,15.4,Mumbai Indians,JP Duminy,GR Napier,CH Gayle,0,2,2,wides,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,15.5,Mumbai Indians,GR Napier,JP Duminy,CH Gayle,4,0,4,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,15.6,Mumbai Indians,GR Napier,JP Duminy,CH Gayle,0,0,0,,GR Napier,caught,BB McCullum
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,15.7,Mumbai Indians,JP Duminy,AM Rahane,CH Gayle,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,16.1,Mumbai Indians,JP Duminy,AM Rahane,M Kartik,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,16.2,Mumbai Indians,AM Rahane,JP Duminy,M Kartik,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,16.3,Mumbai Indians,JP Duminy,AM Rahane,M Kartik,4,0,4,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,16.4,Mumbai Indians,JP Duminy,AM Rahane,M Kartik,0,1,1,legbyes,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,16.5,Mumbai Indians,AM Rahane,JP Duminy,M Kartik,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,16.6,Mumbai Indians,JP Duminy,AM Rahane,M Kartik,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,17.1,Mumbai Indians,JP Duminy,AM Rahane,LR Shukla,6,0,6,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,17.2,Mumbai Indians,JP Duminy,AM Rahane,LR Shukla,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,17.3,Mumbai Indians,AM Rahane,JP Duminy,LR Shukla,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,17.4,Mumbai Indians,JP Duminy,AM Rahane,LR Shukla,6,0,6,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,17.5,Mumbai Indians,JP Duminy,AM Rahane,LR Shukla,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,17.6,Mumbai Indians,AM Rahane,JP Duminy,LR Shukla,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,18.1,Mumbai Indians,AM Rahane,JP Duminy,I Sharma,4,0,4,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,18.2,Mumbai Indians,AM Rahane,JP Duminy,I Sharma,1,1,2,noballs,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,18.3,Mumbai Indians,JP Duminy,AM Rahane,I Sharma,0,1,1,byes,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,18.4,Mumbai Indians,AM Rahane,JP Duminy,I Sharma,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,18.5,Mumbai Indians,JP Duminy,AM Rahane,I Sharma,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,18.6,Mumbai Indians,AM Rahane,JP Duminy,I Sharma,0,0,0,,AM Rahane,caught,CH Gayle
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,18.7,Mumbai Indians,JP Duminy,Z Khan,I Sharma,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,19.1,Mumbai Indians,JP Duminy,Z Khan,AB Dinda,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,19.2,Mumbai Indians,Z Khan,JP Duminy,AB Dinda,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,19.3,Mumbai Indians,JP Duminy,Z Khan,AB Dinda,6,0,6,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,19.4,Mumbai Indians,JP Duminy,Z Khan,AB Dinda,1,0,1,,,,
392203,2009-05-01,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,1,19.5,Mumbai Indians,Z Khan,JP Duminy,AB Dinda,1,0,1,,,,
