Datetime,WorkDay,Temperature,Demand
2014-01-04 08:00:00,0,21.9,3.431795484
2014-01-04 08:30:00,0,22.8,3.50232867
2014-01-04 09:00:00,0,23.4,3.577585806
2014-01-04 09:30:00,0,24.0,3.662798382
2014-01-04 10:00:00,0,24.6,3.69439488
2014-01-04 10:30:00,0,25.0,3.76573708
2014-01-04 11:00:00,0,26.0,3.848776214
2014-01-04 11:30:00,0,25.8,3.86817164
2014-01-04 12:00:00,0,25.3,3.858321318
2014-01-04 12:30:00,0,25.3,3.844509558
2014-01-04 13:00:00,0,23.7,3.837085448
2014-01-04 13:30:00,0,23.6,3.840860404
2014-01-04 14:00:00,0,21.9,3.847447728
2014-01-04 14:30:00,0,19.5,3.873634212
2014-01-04 15:00:00,0,18.9,3.888748828
2014-01-04 15:30:00,0,19.4,3.934559662
2014-01-04 16:00:00,0,21.8,4.039507452
2014-01-04 16:30:00,0,23.5,4.124618318
2014-01-04 17:00:00,0,22.6,4.139078976
2014-01-04 17:30:00,0,22.7,4.096979848
2014-01-04 18:00:00,0,21.6,4.0298114919999986
2014-01-04 18:30:00,0,23.2,3.993029164
2014-01-04 19:00:00,0,22.0,3.949475578
2014-01-04 19:30:00,0,22.3,3.981284612
2014-01-04 20:00:00,0,22.0,3.965314702
2014-01-04 20:30:00,0,22.1,3.89795789
2014-01-04 21:00:00,0,22.2,3.772791124
2014-01-04 21:30:00,0,22.1,3.614190022
2014-01-04 22:00:00,0,21.6,3.572151378
2014-01-04 22:30:00,0,20.4,3.597783036
2014-01-04 23:00:00,0,19.7,3.948083686
2014-01-04 23:30:00,0,19.3,4.053242124
2014-01-05 00:00:00,1,18.7,3.753879498
2014-01-05 00:30:00,1,18.2,3.491805152
2014-01-05 01:00:00,1,17.4,3.314171014
2014-01-05 01:30:00,1,17.1,3.1846431560000004
2014-01-05 02:00:00,1,16.4,3.0780282860000003
2014-01-05 02:30:00,1,16.2,3.016604436
2014-01-05 03:00:00,1,15.9,3.000143298
2014-01-05 03:30:00,1,15.5,3.006999744
2014-01-05 04:00:00,1,15.4,3.072665194
2014-01-05 04:30:00,1,15.6,3.135750756
2014-01-05 05:00:00,1,15.5,3.28334952
2014-01-05 05:30:00,1,15.4,3.439061364
2014-01-05 06:00:00,1,15.5,3.653146794
2014-01-05 06:30:00,1,15.8,3.845349664
2014-01-05 07:00:00,1,16.0,3.84760413
2014-01-05 07:30:00,1,17.0,3.97219593
2014-01-05 08:00:00,1,17.4,4.0545485480000005
2014-01-05 08:30:00,1,18.8,4.0956495
2014-01-05 09:00:00,1,17.4,4.1395669260000005
2014-01-05 09:30:00,1,18.2,4.191084388
2014-01-05 10:00:00,1,18.8,4.197770222
2014-01-05 10:30:00,1,19.4,4.206853808
2014-01-05 11:00:00,1,20.1,4.21335675
2014-01-05 11:30:00,1,19.6,4.236663142
2014-01-05 12:00:00,1,20.2,4.257284366
2014-01-05 12:30:00,1,20.4,4.272851426
2014-01-05 13:00:00,1,20.8,4.282096582
2014-01-05 13:30:00,1,21.3,4.3194057180000005
2014-01-05 14:00:00,1,22.6,4.3544016580000005
2014-01-05 14:30:00,1,23.0,4.406803064
2014-01-05 15:00:00,1,22.6,4.4711039580000005
2014-01-05 15:30:00,1,20.7,4.497733488
2014-01-05 16:00:00,1,20.5,4.5442634260000005
2014-01-05 16:30:00,1,19.8,4.5592498180000005
2014-01-05 17:00:00,1,19.3,4.477682266
2014-01-05 17:30:00,1,19.3,4.402120532
2014-01-05 18:00:00,1,18.9,4.282057878
2014-01-05 18:30:00,1,18.6,4.183285572
2014-01-05 19:00:00,1,18.2,4.133969348
2014-01-05 19:30:00,1,17.6,4.15684741
2014-01-05 20:00:00,1,17.5,4.155534258
2014-01-05 20:30:00,1,17.2,4.075751474
2014-01-05 21:00:00,1,16.9,3.922941098
2014-01-05 21:30:00,1,16.8,3.738313138
2014-01-05 22:00:00,1,16.5,3.70304772
2014-01-05 22:30:00,1,16.2,3.721634374
2014-01-05 23:00:00,1,15.8,4.06877643
2014-01-05 23:30:00,1,15.6,4.17288867
2014-01-06 00:00:00,1,15.1,3.887370492
2014-01-06 00:30:00,1,14.8,3.639630922
2014-01-06 01:00:00,1,14.7,3.468724314
2014-01-06 01:30:00,1,14.3,3.318632694
2014-01-06 02:00:00,1,14.4,3.197791862
2014-01-06 02:30:00,1,14.3,3.120792228
2014-01-06 03:00:00,1,14.4,3.080870692
2014-01-06 03:30:00,1,14.5,3.081647344
2014-01-06 04:00:00,1,14.7,3.1665363280000003
2014-01-06 04:30:00,1,14.5,3.26460289
2014-01-06 05:00:00,1,14.5,3.403592532
2014-01-06 05:30:00,1,14.7,3.531857548
2014-01-06 06:00:00,1,14.7,3.72991518
2014-01-06 06:30:00,1,14.7,3.945293904
2014-01-06 07:00:00,1,15.4,3.954572514
2014-01-06 07:30:00,1,15.5,4.069515578
2014-01-06 08:00:00,1,16.5,4.1576807439999985
2014-01-06 08:30:00,1,16.9,4.207351968
2014-01-06 09:00:00,1,18.2,4.26296167
2014-01-06 09:30:00,1,18.4,4.274787408
2014-01-06 10:00:00,1,19.8,4.268653336
2014-01-06 10:30:00,1,20.4,4.290388342
2014-01-06 11:00:00,1,21.5,4.305064182
2014-01-06 11:30:00,1,19.8,4.314167164
2014-01-06 12:00:00,1,19.6,4.322194496
2014-01-06 12:30:00,1,19.3,4.307992536
2014-01-06 13:00:00,1,19.7,4.2507292739999984
2014-01-06 13:30:00,1,20.7,4.2156927139999985
2014-01-06 14:00:00,1,20.3,4.18453802
2014-01-06 14:30:00,1,20.2,4.191488622
2014-01-06 15:00:00,1,20.3,4.227080108
2014-01-06 15:30:00,1,19.8,4.299348138
2014-01-06 16:00:00,1,20.2,4.3537638
2014-01-06 16:30:00,1,20.3,4.386601166
2014-01-06 17:00:00,1,20.5,4.326492452
2014-01-06 17:30:00,1,21.4,4.289684554
2014-01-06 18:00:00,1,22.2,4.216624104
2014-01-06 18:30:00,1,21.6,4.147053918
2014-01-06 19:00:00,1,21.6,4.073200988
2014-01-06 19:30:00,1,20.4,4.077256448
2014-01-06 20:00:00,1,20.0,4.090937172
2014-01-06 20:30:00,1,19.8,4.02326739
2014-01-06 21:00:00,1,19.6,3.86884334
2014-01-06 21:30:00,1,18.9,3.7141412
2014-01-06 22:00:00,1,17.5,3.667964892
2014-01-06 22:30:00,1,17.1,3.666598254
2014-01-06 23:00:00,1,16.5,3.987423176
2014-01-06 23:30:00,1,16.1,4.085572022
2014-01-07 00:00:00,0,15.9,3.774738898
2014-01-07 00:30:00,0,15.7,3.4981254660000003
2014-01-07 01:00:00,0,15.2,3.342527182
2014-01-07 01:30:00,0,14.8,3.222914528
2014-01-07 02:00:00,0,14.6,3.111715438
2014-01-07 02:30:00,0,14.2,3.03506047
2014-01-07 03:00:00,0,14.1,3.008393994
2014-01-07 03:30:00,0,14.0,2.996982754
2014-01-07 04:00:00,0,13.7,3.0075031560000003
2014-01-07 04:30:00,0,13.6,3.03800873
2014-01-07 05:00:00,0,13.5,3.08377408
2014-01-07 05:30:00,0,13.5,3.1420897880000003
2014-01-07 06:00:00,0,14.0,3.274006876
2014-01-07 06:30:00,0,14.3,3.395256974
2014-01-07 07:00:00,0,15.1,3.427237518
2014-01-07 07:30:00,0,15.5,3.540030054
2014-01-07 08:00:00,0,15.9,3.68340761
2014-01-07 08:30:00,0,13.7,3.71151277
2014-01-07 09:00:00,0,16.3,3.717246072
2014-01-07 09:30:00,0,17.8,3.728827096
2014-01-07 10:00:00,0,18.4,3.77242831
2014-01-07 10:30:00,0,18.3,3.800522306
2014-01-07 11:00:00,0,19.2,3.776413986
2014-01-07 11:30:00,0,19.7,3.749193506
2014-01-07 12:00:00,0,19.4,3.751112734
2014-01-07 12:30:00,0,17.7,3.744484258
2014-01-07 13:00:00,0,19.1,3.707246368
2014-01-07 13:30:00,0,18.2,3.72162092
2014-01-07 14:00:00,0,19.1,3.73925284
2014-01-07 14:30:00,0,18.6,3.734496892
2014-01-07 15:00:00,0,19.3,3.770482812
2014-01-07 15:30:00,0,20.3,3.885234392
2014-01-07 16:00:00,0,20.0,3.915133012
2014-01-07 16:30:00,0,19.3,3.95906357
2014-01-07 17:00:00,0,18.7,3.934501634
2014-01-07 17:30:00,0,19.1,3.922533758
2014-01-07 18:00:00,0,19.4,3.898359968
2014-01-07 18:30:00,0,19.6,3.85620047
2014-01-07 19:00:00,0,18.0,3.806530416
2014-01-07 19:30:00,0,17.4,3.85225942
2014-01-07 20:00:00,0,17.6,3.961912628
2014-01-07 20:30:00,0,17.1,3.938343116
2014-01-07 21:00:00,0,17.1,3.829829584
2014-01-07 21:30:00,0,16.8,3.681507118
2014-01-07 22:00:00,0,16.6,3.624817632
2014-01-07 22:30:00,0,16.2,3.65175037
2014-01-07 23:00:00,0,15.9,3.987042536
2014-01-07 23:30:00,0,16.0,4.1026102039999985
2014-01-08 00:00:00,0,15.1,3.820482476000001
2014-01-08 00:30:00,0,14.7,3.543886924
2014-01-08 01:00:00,0,14.4,3.363890132
2014-01-08 01:30:00,0,14.1,3.202838248
2014-01-08 02:00:00,0,13.2,3.0788325
2014-01-08 02:30:00,0,12.9,2.993596324
2014-01-08 03:00:00,0,12.2,2.947511162
2014-01-08 03:30:00,0,11.8,2.917880556
2014-01-08 04:00:00,0,11.6,2.95240511
2014-01-08 04:30:00,0,11.4,2.95963373
2014-01-08 05:00:00,0,11.0,2.949767458
2014-01-08 05:30:00,0,10.9,2.9685689660000003
2014-01-08 06:00:00,0,11.6,3.099287838
2014-01-08 06:30:00,0,13.0,3.21391223
2014-01-08 07:00:00,0,15.8,3.20503515
2014-01-08 07:30:00,0,16.4,3.267455682
2014-01-08 08:00:00,0,16.9,3.342887522
2014-01-08 08:30:00,0,17.3,3.39689408
2014-01-08 09:00:00,0,19.1,3.48169289
2014-01-08 09:30:00,0,20.1,3.504468156
2014-01-08 10:00:00,0,20.5,3.510348816
2014-01-08 10:30:00,0,21.7,3.521702136
2014-01-08 11:00:00,0,22.1,3.545954838
2014-01-08 11:30:00,0,23.1,3.564359908
2014-01-08 12:00:00,0,23.7,3.56088508
2014-01-08 12:30:00,0,25.0,3.5798185960000004
2014-01-08 13:00:00,0,24.9,3.6310942
2014-01-08 13:30:00,0,25.6,3.67993117
2014-01-08 14:00:00,0,25.4,3.718098704
2014-01-08 14:30:00,0,26.1,3.865038748
2014-01-08 15:00:00,0,24.9,3.942630122
2014-01-08 15:30:00,0,15.8,3.956604772
2014-01-08 16:00:00,0,15.3,3.953425472
2014-01-08 16:30:00,0,15.8,3.95249837
2014-01-08 17:00:00,0,17.7,3.941403842
2014-01-08 17:30:00,0,18.9,3.910891606
2014-01-08 18:00:00,0,19.4,3.870565038
2014-01-08 18:30:00,0,19.4,3.8282565
2014-01-08 19:00:00,0,19.4,3.79511124
2014-01-08 19:30:00,0,19.1,3.830828576
2014-01-08 20:00:00,0,18.7,3.910689658
2014-01-08 20:30:00,0,18.4,3.87174529
2014-01-08 21:00:00,0,17.8,3.762600692
2014-01-08 21:30:00,0,17.6,3.604366808
2014-01-08 22:00:00,0,17.0,3.551697046
2014-01-08 22:30:00,0,16.5,3.571720902
2014-01-08 23:00:00,0,16.0,3.883774452
2014-01-08 23:30:00,0,15.6,3.988205156
2014-01-09 00:00:00,1,15.1,3.71959613
2014-01-09 00:30:00,1,14.7,3.485067988
2014-01-09 01:00:00,1,14.2,3.338926098
2014-01-09 01:30:00,1,13.9,3.202846404
2014-01-09 02:00:00,1,14.1,3.112355054
2014-01-09 02:30:00,1,14.1,3.0580929360000004
2014-01-09 03:00:00,1,13.7,3.039462354
2014-01-09 03:30:00,1,13.3,3.043254404
2014-01-09 04:00:00,1,13.1,3.128979672
2014-01-09 04:30:00,1,12.9,3.273805898
2014-01-09 05:00:00,1,13.0,3.462907988
2014-01-09 05:30:00,1,12.9,3.676754478
2014-01-09 06:00:00,1,13.2,3.984268732
2014-01-09 06:30:00,1,13.4,4.261157694
2014-01-09 07:00:00,1,13.6,4.25475206
2014-01-09 07:30:00,1,14.2,4.35981022
2014-01-09 08:00:00,1,15.0,4.45959318
2014-01-09 08:30:00,1,15.8,4.502685018
2014-01-09 09:00:00,1,16.3,4.516317564
2014-01-09 09:30:00,1,17.2,4.549417994
2014-01-09 10:00:00,1,17.5,4.547234312
2014-01-09 10:30:00,1,17.1,4.5421524380000005
2014-01-09 11:00:00,1,17.6,4.532854146
2014-01-09 11:30:00,1,17.9,4.51569931
2014-01-09 12:00:00,1,18.2,4.480782342
2014-01-09 12:30:00,1,18.6,4.458821342
2014-01-09 13:00:00,1,18.3,4.462757038
2014-01-09 13:30:00,1,18.7,4.45104178
2014-01-09 14:00:00,1,18.2,4.424849944
2014-01-09 14:30:00,1,19.4,4.410456014
2014-01-09 15:00:00,1,19.3,4.433307636
2014-01-09 15:30:00,1,19.6,4.47363679
2014-01-09 16:00:00,1,18.8,4.519049386
2014-01-09 16:30:00,1,18.7,4.5596648360000005
2014-01-09 17:00:00,1,18.9,4.50269315
2014-01-09 17:30:00,1,17.9,4.442570472
2014-01-09 18:00:00,1,17.3,4.333977432
2014-01-09 18:30:00,1,16.6,4.2689830660000005
2014-01-09 19:00:00,1,15.8,4.244719868
2014-01-09 19:30:00,1,15.8,4.274594694
2014-01-09 20:00:00,1,15.5,4.322921018
2014-01-09 20:30:00,1,15.2,4.228647892
2014-01-09 21:00:00,1,15.1,4.055832796
2014-01-09 21:30:00,1,15.4,3.859925974
2014-01-09 22:00:00,1,15.4,3.807952376
2014-01-09 22:30:00,1,14.9,3.783924306
2014-01-09 23:00:00,1,15.0,4.11927723
2014-01-09 23:30:00,1,14.8,4.24041538
2014-01-10 00:00:00,1,14.6,3.96286957
2014-01-10 00:30:00,1,14.4,3.722311942
2014-01-10 01:00:00,1,14.7,3.534808084
2014-01-10 01:30:00,1,14.5,3.3947491160000003
2014-01-10 02:00:00,1,14.5,3.28459146
2014-01-10 02:30:00,1,14.3,3.208123896
2014-01-10 03:00:00,1,14.1,3.19629653
2014-01-10 03:30:00,1,14.2,3.209987926
2014-01-10 04:00:00,1,14.3,3.285290394
2014-01-10 04:30:00,1,14.3,3.43446111
2014-01-10 05:00:00,1,14.4,3.695167424
2014-01-10 05:30:00,1,14.6,3.919870546
2014-01-10 06:00:00,1,14.5,4.204135826
2014-01-10 06:30:00,1,15.4,4.450945204
2014-01-10 07:00:00,1,15.2,4.46767286
2014-01-10 07:30:00,1,15.9,4.551125076
2014-01-10 08:00:00,1,15.7,4.600629338
2014-01-10 08:30:00,1,15.9,4.595390178
2014-01-10 09:00:00,1,15.7,4.567828508
2014-01-10 09:30:00,1,15.4,4.555404038
2014-01-10 10:00:00,1,16.1,4.573430473999999
2014-01-10 10:30:00,1,16.8,4.557918282
2014-01-10 11:00:00,1,17.2,4.544444148
2014-01-10 11:30:00,1,17.8,4.51878671
2014-01-10 12:00:00,1,17.6,4.494485692
2014-01-10 12:30:00,1,17.8,4.45928875
2014-01-10 13:00:00,1,18.1,4.44049601
2014-01-10 13:30:00,1,19.4,4.442752276
2014-01-10 14:00:00,1,19.6,4.423116558
2014-01-10 14:30:00,1,19.6,4.4255220280000005
2014-01-10 15:00:00,1,19.8,4.450494496
2014-01-10 15:30:00,1,20.0,4.520797652
2014-01-10 16:00:00,1,19.3,4.569899516
2014-01-10 16:30:00,1,19.4,4.587551608
2014-01-10 17:00:00,1,19.6,4.494593026
2014-01-10 17:30:00,1,19.5,4.43726234
2014-01-10 18:00:00,1,18.7,4.3655327439999985
2014-01-10 18:30:00,1,17.1,4.309702482
2014-01-10 19:00:00,1,16.7,4.257904652
2014-01-10 19:30:00,1,16.1,4.281547212
2014-01-10 20:00:00,1,15.7,4.32425664
2014-01-10 20:30:00,1,15.4,4.26871692
2014-01-10 21:00:00,1,15.0,4.121007508
2014-01-10 21:30:00,1,14.8,3.946553642
2014-01-10 22:00:00,1,14.5,3.877289074
2014-01-10 22:30:00,1,14.3,3.87575853
2014-01-10 23:00:00,1,14.1,4.214003682
2014-01-10 23:30:00,1,13.8,4.278116018
2014-01-11 00:00:00,1,13.4,3.99675715
2014-01-11 00:30:00,1,13.2,3.770036462
2014-01-11 01:00:00,1,13.0,3.59581178
2014-01-11 01:30:00,1,12.9,3.444195172
2014-01-11 02:00:00,1,12.7,3.341720232
2014-01-11 02:30:00,1,12.6,3.27071287
2014-01-11 03:00:00,1,12.6,3.244656878
2014-01-11 03:30:00,1,12.3,3.259353282
2014-01-11 04:00:00,1,12.4,3.327696022
2014-01-11 04:30:00,1,12.3,3.445874032
2014-01-11 05:00:00,1,12.3,3.67655763
2014-01-11 05:30:00,1,12.0,3.891809998
2014-01-11 06:00:00,1,11.9,4.207981824
2014-01-11 06:30:00,1,12.0,4.461025276
2014-01-11 07:00:00,1,13.7,4.424698846
2014-01-11 07:30:00,1,14.6,4.505592792
2014-01-11 08:00:00,1,15.3,4.538734454
2014-01-11 08:30:00,1,16.4,4.519545234
2014-01-11 09:00:00,1,17.3,4.52508995
2014-01-11 09:30:00,1,18.2,4.546690278
2014-01-11 10:00:00,1,18.8,4.562070052
2014-01-11 10:30:00,1,20.1,4.616375476
2014-01-11 11:00:00,1,21.5,4.654653738
2014-01-11 11:30:00,1,22.8,4.664605538
2014-01-11 12:00:00,1,23.3,4.68288284
2014-01-11 12:30:00,1,24.4,4.699736102
2014-01-11 13:00:00,1,23.5,4.729884604
2014-01-11 13:30:00,1,23.4,4.76500146
2014-01-11 14:00:00,1,24.4,4.798142122
2014-01-11 14:30:00,1,25.5,4.839597694
2014-01-11 15:00:00,1,27.4,4.913926398
2014-01-11 15:30:00,1,26.3,4.98539048
2014-01-11 16:00:00,1,26.1,5.002609398
2014-01-11 16:30:00,1,26.1,4.985620712
2014-01-11 17:00:00,1,25.5,4.850582828
2014-01-11 17:30:00,1,24.8,4.744616946
2014-01-11 18:00:00,1,23.8,4.595458876
2014-01-11 18:30:00,1,22.7,4.4847172760000005
2014-01-11 19:00:00,1,21.8,4.367721222
2014-01-11 19:30:00,1,20.8,4.3360023760000015
2014-01-11 20:00:00,1,20.2,4.402506314
2014-01-11 20:30:00,1,19.5,4.337673298
2014-01-11 21:00:00,1,19.1,4.147888722
2014-01-11 21:30:00,1,18.7,3.945394506
2014-01-11 22:00:00,1,18.4,3.868934226
2014-01-11 22:30:00,1,18.1,3.870213776
2014-01-11 23:00:00,1,17.8,4.205585382
2014-01-11 23:30:00,1,17.1,4.285196792
2014-01-12 00:00:00,1,17.3,3.973774928
2014-01-12 00:30:00,1,16.9,3.721904564
2014-01-12 01:00:00,1,16.5,3.575277122
2014-01-12 01:30:00,1,16.3,3.44218984
2014-01-12 02:00:00,1,15.7,3.34121706
2014-01-12 02:30:00,1,15.4,3.262791734
2014-01-12 03:00:00,1,15.1,3.248068566
2014-01-12 03:30:00,1,15.0,3.2670350960000003
2014-01-12 04:00:00,1,14.4,3.353540822
2014-01-12 04:30:00,1,14.4,3.4840248860000003
2014-01-12 05:00:00,1,14.4,3.699498644
2014-01-12 05:30:00,1,14.7,3.918051084
2014-01-12 06:00:00,1,15.0,4.223170052
2014-01-12 06:30:00,1,15.3,4.503683824
2014-01-12 07:00:00,1,16.3,4.538660268
2014-01-12 07:30:00,1,17.8,4.67197676
2014-01-12 08:00:00,1,18.3,4.768833282
2014-01-12 08:30:00,1,19.4,4.818014722
2014-01-12 09:00:00,1,20.2,4.87736794
2014-01-12 09:30:00,1,21.5,4.938950333999999
2014-01-12 10:00:00,1,23.5,5.00733693
2014-01-12 10:30:00,1,25.0,5.07337337
2014-01-12 11:00:00,1,27.1,5.162103333999999
2014-01-12 11:30:00,1,28.3,5.246633834
